anchor,jnd,mean,normality,samples,samples_no,sequence_index,standard_deviation,frame
0,23,28.4516129,1,"[26, 32, 33, 30, 31, 31, 35, 27, 34, 28, 28, 26, 32, 23, 26, 28, 24, 20, 22, 26, 37, 24, 37, 20, 28, 37, 34, 22, 24, 22, 35]",31,1,5.201529965,30
0,24,28.96875,1,"[21, 31, 27, 30, 36, 22, 28, 30, 29, 26, 38, 22, 36, 30, 20, 34, 32, 32, 26, 32, 22, 28, 30, 25, 37, 37, 20, 28, 26, 28, 37, 27]",32,2,5.263902483,30
0,23,27.8125,1,"[35, 27, 21, 25, 32, 20, 35, 20, 26, 23, 24, 34, 26, 36, 24, 29, 26, 28, 24, 23, 37, 36, 24, 21, 31, 26, 24, 26, 37, 26, 32, 32]",32,3,5.300258667,30
0,24,28.90625,1,"[26, 37, 37, 27, 33, 35, 30, 31, 25, 37, 25, 27, 35, 38, 26, 29, 34, 25, 23, 33, 25, 21, 29, 20, 23, 26, 25, 31, 24, 31, 33, 24]",32,4,5.120227912,30
0,26,31.25,1,"[32, 30, 34, 36, 38, 35, 37, 39, 27, 24, 25, 31, 32, 33, 39, 34, 27, 32, 33, 28, 39, 23, 31, 22, 39, 28, 20, 20, 32, 35, 35, 30]",32,5,5.58222987,30
0,25,29.53333333,1,"[37, 29, 20, 31, 26, 27, 30, 23, 28, 32, 26, 37, 37, 34, 29, 34, 38, 22, 33, 26, 21, 31, 26, 28, 31, 32, 22, 38, 33, 25]",30,6,5.237354777,30
0,23,27.80645161,1,"[24, 30, 27, 28, 21, 36, 20, 23, 31, 37, 22, 26, 24, 31, 27, 24, 30, 27, 26, 25, 36, 31, 26, 37, 20, 32, 20, 36, 24, 30, 31]",31,7,5.186002666,30
0,23,28.3125,1,"[20, 26, 24, 27, 29, 21, 36, 22, 37, 35, 27, 30, 22, 27, 31, 27, 27, 31, 37, 31, 30, 29, 35, 27, 24, 32, 28, 25, 23, 33, 31, 22]",32,8,4.768427752,30
0,24,30,0,"[36, 25, 22, 30, 29, 27, 37, 35, 38, 30, 30, 30, 37, 31, 26, 37, 29, 33, 20, 36, 23, 37, 21, 32, 36, 25, 30, 25, 24, 34, 23, 32]",32,9,5.412053453,30
0,22,27.46666667,1,"[32, 23, 27, 22, 30, 25, 20, 27, 26, 29, 27, 29, 21, 32, 36, 20, 22, 26, 24, 32, 31, 31, 21, 31, 27, 36, 23, 25, 36, 33]",30,10,4.854669514,30
0,24,30.03125,1,"[29, 31, 34, 26, 26, 32, 38, 35, 23, 38, 25, 29, 35, 27, 34, 33, 26, 33, 22, 32, 30, 37, 23, 24, 31, 33, 21, 34, 35, 33, 28, 24]",32,11,4.915311003,30
0,23,28.53125,1,"[32, 25, 31, 29, 28, 30, 22, 25, 33, 33, 21, 24, 31, 25, 21, 28, 34, 37, 34, 36, 25, 22, 27, 32, 24, 35, 28, 21, 33, 30, 22, 35]",32,12,4.964287786,30
0,23,29.84375,1,"[29, 32, 25, 23, 37, 35, 21, 22, 24, 37, 29, 37, 20, 28, 21, 36, 28, 36, 32, 34, 29, 35, 34, 31, 34, 23, 24, 35, 31, 25, 37, 31]",32,13,5.559701634,30
0,24,29.70967742,1,"[36, 37, 37, 37, 22, 37, 27, 28, 32, 30, 29, 22, 30, 21, 33, 27, 30, 25, 35, 31, 35, 22, 26, 35, 31, 25, 35, 35, 27, 23, 21]",31,14,5.386362708,30
