anchor,jnd,mean,normality,samples,samples_no,sequence_index,standard_deviation,frame
0,23,29.1875,1,"[34, 26, 29, 32, 26, 25, 31, 35, 23, 26, 32, 28, 35, 29, 26, 20, 34, 34, 20, 23, 29, 27, 37, 35, 37, 21, 25, 34, 29, 36, 35, 21]",32,27,5.318485717,24
0,24,28.875,1,"[27, 24, 25, 27, 31, 36, 25, 26, 30, 36, 30, 22, 26, 33, 30, 22, 34, 25, 37, 29, 36, 27, 23, 21, 35, 31, 31, 38, 25, 31, 20, 31]",32,28,5.046557434,24
0,24,29.65625,1,"[37, 20, 35, 27, 22, 25, 21, 38, 32, 30, 25, 36, 35, 37, 23, 37, 29, 28, 30, 34, 22, 27, 27, 27, 36, 35, 26, 29, 21, 38, 25, 35]",32,29,5.778767449,24
0,23,28.78125,1,"[21, 25, 34, 27, 24, 36, 37, 23, 35, 33, 30, 28, 33, 24, 25, 21, 31, 25, 21, 36, 21, 27, 32, 33, 34, 36, 29, 35, 31, 25, 26, 23]",32,30,5.259304351,24
0,24,29.21875,1,"[34, 31, 32, 32, 20, 35, 27, 33, 32, 20, 28, 22, 38, 29, 33, 37, 35, 25, 30, 30, 21, 30, 33, 26, 33, 29, 23, 26, 26, 23, 31, 31]",32,31,4.890638688,24
0,26,31.8125,1,"[26, 32, 24, 39, 20, 35, 31, 29, 38, 26, 38, 29, 31, 35, 37, 21, 29, 39, 29, 31, 39, 36, 34, 21, 28, 39, 32, 39, 28, 28, 37, 38]",32,32,5.816758326,30
0,25,30.64516129,1,"[35, 27, 38, 38, 34, 34, 31, 30, 27, 21, 27, 23, 37, 29, 30, 32, 32, 34, 22, 36, 38, 27, 32, 37, 23, 21, 38, 33, 31, 21, 32]",31,33,5.535030184,30
0,24,30.625,1,"[22, 29, 27, 38, 31, 38, 21, 38, 35, 24, 37, 33, 28, 30, 32, 23, 32, 29, 24, 27, 27, 37, 37, 36, 28, 32, 30, 34, 35, 29, 34, 23]",32,34,5.141544891,30
0,26,31.90625,1,"[33, 36, 27, 27, 37, 38, 23, 32, 26, 36, 37, 32, 35, 38, 28, 27, 23, 32, 32, 38, 29, 32, 20, 39, 20, 25, 38, 39, 36, 29, 38, 39]",32,35,5.898930329,24
0,24,29.125,1,"[33, 26, 31, 32, 21, 26, 29, 29, 31, 20, 38, 37, 26, 27, 38, 30, 31, 29, 27, 33, 26, 35, 21, 24, 35, 36, 31, 38, 25, 20, 25, 22]",32,36,5.463958154,24
0,23,28.09375,1,"[30, 23, 26, 36, 30, 28, 21, 25, 22, 36, 31, 20, 34, 31, 35, 32, 26, 24, 25, 25, 33, 20, 31, 36, 24, 30, 28, 35, 25, 23, 26, 28]",32,37,4.914490588,24
0,24,30.40625,1,"[38, 23, 27, 29, 38, 35, 31, 35, 30, 27, 26, 32, 31, 31, 33, 37, 38, 23, 21, 33, 30, 37, 32, 28, 24, 27, 23, 26, 36, 23, 32, 37]",32,38,5.173501809,30
0,24,29.75,1,"[37, 31, 32, 33, 22, 29, 29, 31, 32, 34, 27, 35, 23, 36, 27, 21, 21, 31, 36, 34, 25, 21, 23, 34, 28, 32, 26, 29, 34, 33, 38, 28]",32,39,5.016103101,30
0,25,30.03125,1,"[34, 38, 31, 37, 28, 27, 30, 33, 28, 34, 31, 36, 21, 20, 37, 31, 31, 21, 28, 34, 28, 31, 22, 26, 35, 24, 29, 38, 36, 28, 23, 31]",32,40,5.214646711,30
0,24,29.65625,1,"[37, 29, 24, 27, 31, 27, 35, 33, 36, 35, 22, 26, 36, 21, 30, 23, 29, 38, 36, 34, 24, 27, 31, 25, 26, 32, 37, 26, 31, 20, 26, 35]",32,41,5.258537605,24
0,26,30.9375,0,"[31, 27, 30, 36, 22, 33, 36, 24, 39, 28, 22, 30, 26, 30, 30, 23, 36, 38, 32, 27, 29, 24, 34, 29, 39, 34, 37, 31, 32, 35, 35, 31]",32,42,4.90514871,24
0,24,30.0625,1,"[30, 23, 26, 34, 35, 35, 29, 34, 26, 25, 24, 29, 33, 20, 37, 35, 34, 34, 29, 22, 37, 32, 35, 27, 32, 29, 29, 23, 33, 36, 23, 32]",32,43,4.90514871,24
0,23,29.03225806,1,"[29, 37, 27, 28, 31, 29, 35, 32, 26, 26, 23, 32, 23, 37, 31, 21, 25, 33, 27, 33, 21, 27, 31, 34, 22, 32, 31, 20, 37, 32, 28]",31,44,4.881829377,24
0,23,27.90625,1,"[37, 20, 26, 37, 26, 27, 23, 21, 29, 24, 24, 28, 22, 25, 32, 26, 24, 21, 26, 37, 35, 37, 36, 29, 27, 32, 23, 24, 34, 24, 32, 25]",32,45,5.348254916,24
0,25,29.28125,1,"[21, 32, 34, 31, 22, 31, 26, 34, 34, 27, 32, 29, 31, 29, 28, 29, 35, 32, 37, 27, 21, 22, 33, 22, 34, 26, 36, 28, 20, 38, 28, 28]",32,46,4.978886875,24
0,23,28.4375,1,"[32, 32, 35, 27, 27, 25, 34, 29, 27, 25, 32, 23, 28, 26, 26, 22, 24, 31, 20, 36, 35, 20, 35, 32, 30, 33, 34, 27, 32, 21, 29, 21]",32,47,4.852252553,24
0,24,30.5625,1,"[29, 38, 32, 30, 37, 27, 36, 22, 36, 33, 25, 34, 31, 38, 38, 32, 31, 27, 38, 22, 35, 29, 22, 24, 24, 25, 23, 38, 26, 30, 29, 37]",32,48,5.506228145,24
0,26,30.71875,1,"[30, 30, 32, 29, 29, 27, 38, 35, 33, 35, 31, 35, 31, 34, 21, 23, 36, 20, 38, 32, 29, 32, 32, 23, 33, 38, 28, 34, 31, 26, 26, 32]",32,49,4.705757455,24
0,25,30.44827586,0,"[34, 36, 29, 24, 33, 30, 23, 38, 32, 38, 29, 27, 24, 20, 27, 28, 34, 25, 36, 31, 32, 34, 32, 28, 34, 30, 29, 35, 31]",29,50,4.555892628,24
