anchor,jnd,mean,normality,samples,samples_no,sequence_index,standard_deviation,frame
23,28,30.96875,1,"[28, 30, 36, 29, 31, 37, 32, 27, 32, 24, 32, 37, 24, 33, 36, 25, 34, 31, 28, 32, 33, 25, 32, 31, 24, 28, 29, 36, 31, 33, 35, 36]",32,22,3.955269046,30
25,30,33.0625,1,"[29, 32, 32, 29, 32, 34, 36, 38, 26, 27, 32, 31, 32, 34, 33, 38, 28, 36, 32, 32, 35, 32, 38, 35, 38, 34, 30, 35, 35, 37, 38, 28]",32,23,3.43546494,24
23,29,32.1875,1,"[37, 38, 37, 33, 31, 30, 36, 33, 35, 28, 31, 31, 34, 34, 25, 25, 30, 29, 31, 27, 28, 36, 34, 33, 30, 33, 38, 36, 33, 29, 38, 27]",32,24,3.788245828,24
25,31,33.78125,1,"[28, 38, 36, 35, 36, 35, 33, 36, 39, 29, 26, 37, 34, 26, 38, 30, 31, 37, 35, 32, 37, 32, 38, 32, 34, 34, 27, 33, 35, 33, 38, 37]",32,25,3.669704875,24
26,31,33.38709677,1,"[33, 35, 33, 35, 30, 34, 35, 29, 36, 35, 39, 34, 33, 31, 33, 34, 38, 35, 33, 27, 38, 32, 33, 32, 35, 36, 33, 30, 30, 34, 30]",31,26,2.716338459,24
23,28,31.53125,1,"[37, 36, 32, 31, 35, 33, 36, 25, 33, 28, 37, 33, 24, 32, 28, 32, 27, 27, 29, 30, 35, 30, 34, 34, 31, 31, 36, 36, 27, 29, 26, 35]",32,27,3.724239476,24
22,27,30.8125,1,"[25, 26, 30, 28, 28, 37, 33, 28, 32, 30, 32, 32, 25, 30, 30, 25, 31, 35, 33, 36, 35, 33, 26, 33, 32, 35, 34, 35, 28, 26, 27, 36]",32,28,3.667094305,24
23,28,31.4375,1,"[28, 36, 27, 33, 33, 29, 33, 24, 35, 36, 32, 35, 37, 30, 33, 36, 24, 35, 29, 28, 35, 29, 26, 27, 33, 37, 29, 35, 29, 35, 26, 32]",32,29,3.926235166,24
23,27,31.25,0,"[30, 36, 27, 32, 29, 33, 26, 26, 37, 33, 31, 27, 34, 38, 33, 34, 26, 29, 33, 35, 35, 28, 33, 27, 28, 34, 26, 26, 25, 38, 34, 37]",32,30,4.08774723,24
25,30,33.21875,1,"[36, 35, 26, 27, 32, 27, 34, 33, 38, 37, 31, 31, 33, 37, 35, 33, 26, 38, 38, 36, 28, 35, 34, 36, 30, 32, 29, 38, 30, 37, 34, 37]",32,31,3.782253766,24
25,29,32.34375,1,"[36, 36, 28, 32, 34, 39, 28, 30, 26, 36, 35, 36, 29, 30, 33, 29, 33, 33, 27, 33, 31, 35, 29, 38, 37, 32, 32, 30, 26, 36, 39, 27]",32,32,3.832032856,30
25,31,34.59375,1,"[35, 37, 34, 37, 31, 36, 37, 26, 39, 38, 37, 30, 35, 34, 29, 27, 32, 38, 28, 34, 38, 39, 39, 39, 38, 38, 38, 33, 34, 35, 36, 26]",32,33,4.014966958,30
24,29,31.77419355,1,"[26, 29, 29, 33, 35, 28, 36, 34, 31, 38, 29, 32, 31, 32, 35, 30, 30, 34, 28, 34, 30, 29, 38, 36, 28, 25, 37, 28, 31, 36, 33]",31,34,3.537510211,30
25,30,33.09375,1,"[34, 34, 30, 34, 35, 35, 27, 38, 31, 37, 32, 26, 30, 37, 35, 31, 33, 28, 38, 35, 34, 36, 31, 37, 28, 36, 26, 36, 33, 36, 38, 28]",32,35,3.67519475,24
24,28,32.125,1,"[32, 27, 30, 38, 26, 34, 35, 25, 29, 32, 37, 38, 36, 27, 28, 31, 32, 32, 32, 30, 34, 25, 34, 27, 38, 37, 35, 38, 32, 32, 30, 35]",32,36,3.997983363,24
24,29,32.15625,1,"[34, 27, 29, 29, 35, 38, 38, 32, 38, 29, 32, 27, 37, 35, 25, 31, 29, 28, 32, 33, 36, 26, 30, 36, 33, 36, 28, 32, 34, 34, 36, 30]",32,37,3.768368989,24
24,29,31.75,1,"[25, 33, 27, 31, 34, 29, 27, 38, 35, 33, 37, 32, 31, 33, 32, 32, 30, 29, 34, 27, 35, 34, 26, 29, 29, 38, 37, 37, 32, 32, 30, 28]",32,38,3.592106041,30
25,30,32.96875,1,"[35, 33, 33, 28, 36, 26, 37, 32, 33, 29, 35, 34, 38, 32, 31, 34, 34, 30, 38, 26, 33, 32, 35, 28, 38, 30, 32, 38, 27, 37, 34, 37]",32,39,3.587472603,30
25,29,32.13793103,0,"[26, 35, 32, 29, 28, 32, 35, 37, 35, 35, 35, 37, 27, 38, 27, 30, 32, 30, 36, 35, 31, 33, 34, 33, 26, 30, 38, 26, 30]",29,40,3.767569678,30
24,30,33.5,1,"[31, 28, 32, 26, 35, 36, 29, 38, 31, 38, 38, 25, 39, 39, 29, 39, 26, 35, 34, 34, 25, 35, 32, 32, 39, 39, 30, 37, 36, 35, 33, 37]",32,41,4.464917006,24
26,32,34.28125,1,"[35, 28, 32, 33, 34, 38, 39, 36, 27, 33, 29, 36, 34, 30, 38, 33, 40, 37, 39, 32, 37, 27, 34, 30, 38, 38, 33, 35, 36, 38, 32, 36]",32,42,3.621035095,24
23,29,32.40625,1,"[30, 27, 34, 38, 33, 34, 38, 26, 36, 38, 35, 37, 38, 25, 31, 32, 25, 35, 32, 35, 32, 31, 31, 33, 31, 29, 35, 36, 24, 25, 34, 37]",32,43,4.249169748,24
23,28,30.875,1,"[36, 36, 28, 30, 31, 24, 35, 36, 34, 33, 31, 29, 32, 36, 30, 30, 33, 25, 37, 28, 28, 33, 26, 32, 33, 29, 24, 26, 30, 24, 36, 33]",32,44,3.932905025,24
23,28,31,1,"[36, 30, 26, 35, 30, 34, 29, 30, 34, 34, 24, 34, 34, 34, 27, 35, 29, 30, 35, 29, 27, 36, 31, 31, 28, 33, 28, 34, 27, 27, 29, 32]",32,45,3.321484316,24
24,28,31.84375,1,"[37, 32, 38, 31, 36, 33, 29, 35, 34, 32, 28, 35, 25, 37, 26, 25, 31, 34, 28, 33, 34, 35, 28, 27, 29, 34, 26, 38, 37, 27, 36, 29]",32,46,4.096492402,24
23,28,31.09677419,1,"[36, 29, 35, 33, 27, 30, 29, 35, 25, 31, 32, 29, 35, 34, 28, 37, 24, 30, 37, 28, 32, 34, 32, 31, 27, 26, 30, 36, 30, 25, 37]",31,47,3.841482689,24
23,29,32.375,1,"[31, 34, 28, 28, 30, 28, 33, 37, 30, 38, 38, 35, 31, 31, 24, 38, 30, 31, 37, 37, 28, 36, 29, 34, 33, 34, 32, 31, 33, 38, 32, 27]",32,48,3.739501433,24
25,31,34,1,"[37, 32, 37, 35, 36, 33, 38, 27, 38, 39, 31, 31, 30, 37, 36, 38, 26, 36, 39, 37, 38, 29, 31, 27, 30, 34, 33, 39, 34, 38, 31, 31]",32,49,3.910284207,24
24,28,32.5,1,"[30, 37, 32, 29, 33, 36, 38, 38, 33, 36, 32, 34, 31, 26, 28, 36, 35, 38, 25, 32, 35, 27, 25, 35, 30, 36, 38, 25, 38, 35, 26, 31]",32,50,4.332919749,24
