anchor,jnd,mean,normality,samples,samples_no,sequence_index,standard_deviation,frame
23,27,31.38709677,1,"[31, 27, 36, 25, 26, 25, 33, 32, 35, 27, 24, 37, 37, 37, 30, 37, 34, 26, 30, 36, 36, 34, 29, 38, 28, 30, 24, 34, 32, 34, 29]",31,27,4.447301949,24
23,28,30.9375,1,"[29, 24, 27, 32, 33, 26, 30, 36, 35, 33, 33, 36, 28, 24, 26, 36, 32, 33, 30, 31, 36, 34, 30, 24, 30, 29, 28, 34, 35, 31, 33, 32]",32,28,3.662693351,24
22,27,30.28125,1,"[29, 32, 31, 26, 24, 31, 36, 29, 29, 36, 36, 34, 25, 29, 31, 28, 34, 27, 34, 33, 32, 32, 32, 27, 36, 24, 30, 25, 24, 31, 34, 28]",32,29,3.760871339,24
23,27,31.21875,1,"[36, 32, 30, 25, 30, 27, 25, 32, 24, 35, 38, 24, 33, 28, 28, 25, 29, 37, 34, 32, 32, 33, 31, 34, 33, 38, 32, 28, 36, 26, 36, 36]",32,30,4.263380266,24
25,30,32.46875,1,"[33, 34, 36, 30, 29, 33, 38, 33, 35, 28, 34, 35, 36, 33, 32, 33, 29, 26, 33, 26, 38, 32, 34, 36, 31, 31, 32, 32, 32, 30, 27, 38]",32,31,3.242702726,24
23,29,31.65625,1,"[31, 24, 24, 27, 32, 30, 35, 26, 32, 32, 35, 30, 32, 38, 35, 33, 24, 37, 27, 37, 37, 29, 32, 31, 29, 34, 33, 32, 34, 31, 32, 38]",32,32,3.964433613,30
25,31,33.7,1,"[31, 34, 28, 36, 33, 35, 32, 36, 39, 37, 32, 38, 30, 35, 26, 36, 30, 29, 36, 37, 32, 29, 31, 36, 31, 39, 38, 32, 37, 36]",30,33,3.51499252,30
23,28,31.46875,1,"[36, 36, 27, 35, 28, 27, 25, 30, 28, 35, 34, 28, 35, 31, 29, 32, 27, 26, 31, 33, 35, 35, 36, 29, 29, 29, 26, 37, 33, 31, 37, 37]",32,34,3.818329097,30
23,28,31.40625,1,"[31, 32, 28, 25, 33, 36, 33, 34, 37, 29, 31, 31, 34, 25, 36, 28, 28, 26, 36, 32, 31, 34, 35, 34, 30, 37, 27, 24, 33, 33, 27, 35]",32,35,3.75765348,24
23,29,32.03225806,1,"[33, 31, 29, 31, 34, 36, 35, 35, 36, 36, 38, 32, 25, 38, 31, 28, 34, 35, 24, 30, 31, 26, 35, 32, 31, 33, 24, 27, 33, 35, 35]",31,36,3.902852555,24
23,28,30.71875,1,"[29, 35, 24, 24, 37, 35, 24, 36, 30, 30, 33, 32, 24, 33, 30, 31, 32, 35, 28, 31, 33, 37, 31, 25, 27, 35, 31, 30, 28, 30, 33, 30]",32,37,3.820440567,24
25,32,34.5,1,"[35, 35, 36, 35, 31, 36, 37, 28, 33, 37, 36, 36, 35, 34, 37, 38, 29, 39, 37, 33, 32, 33, 26, 28, 34, 40, 38, 40, 30, 32, 40, 34]",32,38,3.636730187,30
25,31,34.1875,1,"[39, 28, 29, 33, 30, 33, 34, 35, 34, 33, 39, 36, 37, 33, 33, 38, 39, 36, 38, 34, 32, 35, 28, 37, 39, 31, 27, 35, 34, 29, 37, 39]",32,39,3.587051085,30
26,33,34.46875,1,"[37, 33, 38, 35, 34, 34, 27, 38, 35, 31, 36, 37, 30, 39, 38, 39, 36, 34, 37, 33, 33, 34, 35, 33, 38, 27, 39, 29, 34, 27, 34, 39]",32,40,3.573959357,30
25,30,32.5625,1,"[30, 32, 33, 30, 37, 32, 26, 36, 33, 27, 35, 30, 37, 30, 33, 32, 37, 37, 34, 27, 32, 28, 27, 30, 35, 37, 36, 38, 34, 36, 29, 32]",32,41,3.518957874,24
25,31,33.4375,1,"[34, 38, 29, 26, 27, 37, 36, 34, 32, 31, 34, 39, 26, 31, 39, 31, 37, 36, 35, 38, 28, 27, 34, 35, 32, 36, 34, 31, 31, 38, 35, 39]",32,42,3.958962881,24
24,29,31.23333333,1,"[38, 37, 38, 29, 31, 33, 31, 34, 32, 25, 34, 30, 27, 32, 29, 29, 30, 27, 32, 27, 27, 30, 37, 25, 29, 31, 31, 31, 37, 34]",30,43,3.682983548,24
23,28,31.5625,1,"[24, 33, 29, 33, 35, 32, 37, 30, 34, 29, 32, 37, 35, 27, 35, 25, 24, 27, 33, 28, 37, 36, 31, 31, 24, 30, 32, 37, 32, 37, 32, 32]",32,44,4.031628983,24
24,29,31.78125,1,"[34, 37, 30, 38, 31, 37, 27, 30, 31, 34, 26, 35, 32, 30, 30, 34, 34, 32, 38, 34, 28, 28, 27, 34, 29, 30, 27, 29, 30, 30, 34, 37]",32,45,3.470933453,24
23,27,31.4375,1,"[30, 38, 37, 24, 33, 24, 37, 26, 29, 30, 26, 29, 25, 31, 29, 36, 32, 33, 27, 27, 38, 31, 30, 36, 35, 29, 35, 37, 26, 35, 38, 33]",32,46,4.471685112,24
23,28,30.90625,0,"[35, 28, 34, 33, 33, 25, 32, 36, 36, 29, 36, 28, 35, 37, 25, 26, 33, 36, 25, 32, 29, 24, 29, 36, 31, 31, 30, 33, 29, 29, 30, 24]",32,47,3.978647647,24
23,28,31.4375,1,"[34, 33, 31, 28, 29, 26, 37, 31, 30, 35, 24, 26, 33, 37, 37, 36, 32, 28, 36, 25, 30, 32, 35, 32, 24, 35, 30, 31, 37, 37, 28, 27]",32,48,4.118702426,24
24,30,33.34375,1,"[34, 32, 37, 33, 39, 37, 31, 28, 39, 29, 30, 38, 30, 39, 33, 37, 30, 38, 34, 29, 26, 29, 27, 39, 39, 37, 36, 34, 25, 39, 30, 29]",32,49,4.462093932,24
23,29,32.3125,1,"[34, 30, 37, 38, 30, 26, 28, 36, 33, 26, 35, 35, 26, 34, 30, 26, 38, 30, 35, 36, 31, 32, 30, 31, 26, 34, 29, 31, 35, 38, 37, 37]",32,50,3.971166238,24
