anchor,jnd,mean,normality,samples,samples_no,sequence_index,standard_deviation,frame
24,28,31.84375,1,"[33, 25, 33, 34, 35, 33, 37, 25, 27, 36, 38, 31, 31, 32, 32, 28, 34, 25, 28, 33, 33, 34, 29, 34, 25, 34, 36, 26, 33, 35, 38, 32]",32,36,3.902930041,24
23,29,31.625,1,"[38, 28, 37, 29, 38, 33, 36, 25, 30, 34, 32, 29, 34, 35, 32, 31, 38, 27, 31, 30, 31, 32, 35, 33, 32, 34, 24, 25, 24, 31, 33, 31]",32,37,3.916466479,24
24,29,31.80645161,1,"[38, 28, 37, 28, 32, 35, 25, 30, 33, 36, 34, 35, 32, 31, 25, 29, 30, 36, 32, 33, 37, 30, 36, 29, 31, 35, 26, 33, 27, 32, 31]",31,38,3.60942613,30
24,28,31.03125,1,"[30, 30, 31, 26, 30, 30, 28, 26, 27, 31, 36, 27, 31, 31, 25, 30, 29, 31, 34, 28, 34, 35, 36, 25, 36, 30, 38, 36, 31, 33, 34, 34]",32,39,3.533109523,30
25,30,32.90625,1,"[34, 32, 36, 37, 34, 32, 33, 27, 37, 31, 31, 34, 27, 38, 36, 28, 28, 36, 32, 32, 33, 35, 26, 33, 36, 30, 31, 36, 29, 34, 37, 38]",32,40,3.420614687,30
24,29,32.46875,1,"[31, 26, 28, 34, 25, 35, 34, 30, 34, 37, 26, 26, 29, 38, 30, 38, 34, 38, 30, 38, 28, 38, 36, 38, 29, 33, 29, 35, 29, 30, 37, 36]",32,41,4.280370613,24
26,31,34.59375,1,"[34, 29, 29, 29, 38, 36, 40, 33, 38, 40, 34, 36, 36, 35, 38, 32, 32, 33, 34, 37, 38, 32, 38, 40, 34, 31, 38, 28, 39, 37, 29, 30]",32,42,3.69707273,24
24,28,32.53125,1,"[38, 33, 34, 26, 38, 36, 32, 33, 26, 34, 37, 33, 31, 34, 27, 27, 32, 28, 38, 38, 37, 25, 26, 38, 33, 33, 33, 28, 28, 33, 34, 38]",32,43,4.219649695,24
23,29,32.5,1,"[31, 32, 25, 30, 33, 33, 36, 38, 37, 37, 38, 37, 25, 35, 34, 32, 34, 36, 27, 31, 25, 38, 31, 31, 28, 31, 33, 25, 31, 37, 35, 34]",32,44,4.064004064,24
23,28,31.74193548,1,"[29, 34, 37, 34, 28, 37, 37, 31, 30, 37, 37, 35, 30, 28, 36, 33, 24, 24, 35, 34, 24, 37, 30, 34, 32, 27, 30, 24, 35, 27, 34]",31,45,4.381535058,24
25,30,32.5,1,"[37, 32, 37, 30, 31, 36, 34, 29, 35, 32, 28, 30, 35, 29, 26, 34, 34, 28, 36, 30, 35, 36, 35, 34, 37, 33, 29, 30, 30, 31, 33, 34]",32,46,3.058568082,24
23,29,30.75,1,"[29, 27, 31, 25, 34, 24, 32, 29, 31, 33, 32, 31, 38, 30, 34, 38, 31, 29, 27, 32, 31, 24, 29, 33, 37, 32, 26, 29, 30, 34, 32, 30]",32,47,3.528684302,24
24,29,31.77419355,1,"[38, 37, 32, 30, 33, 31, 38, 31, 31, 27, 34, 29, 26, 37, 25, 31, 33, 28, 37, 31, 30, 31, 33, 28, 32, 32, 27, 36, 37, 30, 30]",31,48,3.612106287,24
26,31,33.53125,1,"[27, 33, 32, 34, 39, 37, 33, 36, 27, 37, 28, 29, 31, 32, 36, 40, 31, 39, 33, 31, 31, 29, 39, 32, 39, 31, 31, 35, 40, 28, 38, 35]",32,49,4.007930646,24
25,30,33.1875,1,"[36, 33, 38, 28, 36, 28, 32, 33, 35, 28, 38, 35, 28, 26, 36, 35, 36, 33, 36, 36, 37, 31, 32, 31, 38, 30, 32, 37, 36, 26, 31, 35]",32,50,3.622844187,24
